id,title,release_date,vote_average,vote_count,popularity,overview
1071296,Jenny,1977-12-15,0.0,0,0.1316,"The 76 year old Jenny Jespersen lives in Bovbjerg byt the west coast of Jutland in Denmark. She has a sober approach to life and a strong Christian faith. ""A human with faith is like a bird without wings"", she says. Poeticly the film shows Jenny and her everyday life on a farm with her bachelor son and all their habits. But it is also a portrait of a beautiful and special region shaped by rough weather and strong beliefs."
70757,Alive and Ticking,2011-07-07,6.4,52,0.6091,"Eva lives a happy life with her ​​father, an unsuccessful but always optimistic car salesman, her consumerist mother, and her quirky grandmother. But Eva is a tad different - she suffers from Tourette's syndrome. Her family has long been accustomed to her tics and the accompanying insults and bullying, and Eva has come to grips with her role as an outsider. When her father gets a job offer to work in Berlin, they must suddenly leave their familiar surroundings. But Eva won't have it, this move must be prevented - at any price!"
29848,Beyond the Dunwich Horror,2008-05-23,5.0,2,0.3812,"Kenny Crawford arrives in Dunwich after hearing that his brother Andrew has been admitted to a psychiatric ward, and is suspected in a string of disappearances in the town. With the help of local reporter Marsha Calloway and the eccentric Upton Armitage he probes the last few weeks of his brother's life. As they do so, they uncover evidence of a plot in the works revolving around Andrew, his girlfriend Nikki Hartwell and her twisted friend Otto Bellinger."
65891,The Dunwich Horror,1970-01-14,5.306,121,0.8932,"Dr. Henry Armitage, an expert in the occult, goes to the old Whateley manor in Dunwich looking for Nancy Wagner, a student who went missing the previous night. He is turned away by Wilbur, the family's insidious heir, who has plans for the young girl. But Armitage won't be deterred. Through conversations with the locals, he soon unearths the Whateleys' darkest secret — as well as a great evil."
35867,Days and Nights in the Forest,1970-01-16,6.9,36,1.1396,"Four friends from Calcutta who have very different personalities make a holiday excursion into the country, to a tiny village in the state of Bihar where they set themselves up in a bungalow. A series of minor events, all connected to their respective reactions to their new environment, reveals their characters more deeply."
84481,The Only Game in Town,1970-01-21,5.5,17,0.4368,"Fran walks into a piano bar for pizza. She comes back home with Joe, the piano player. Joe plans on winning $5,000 and leave Las Vegas. Fran waits for something else. Meanwhile, he moves in with her."
27889,Rider on the Rain,1970-01-21,6.3,99,0.7364,A US Army colonel in France tries to track down an escaped sex maniac.
651,M*A*S*H,1970-02-18,6.952,1140,3.4525,"One of the world's most acclaimed comedies, M*A*S*H focuses on three Korean War Army surgeons brilliantly brought to life by Donald Sutherland, Tom Skerritt and Elliott Gould. Though highly skilled and deeply dedicated, they adopt a hilarious, lunatic lifestyle as an antidote to the tragedies of their Mobile Army Surgical Hospital, and in the process infuriate Army bureaucrats. Robert Duvall, Gary Burghoff and Sally Kellerman co-star as a sanctimonious Major, an other-worldly Corporal, and a self-righteous yet lusty nurse."
42345,The Molly Maguires,1970-02-08,6.309,81,0.8484,"Schuylkill County, Pennsylvania, 1876. A secret society of Irish coal miners, bond by a sacred oath, put pressure on the greedy and ruthless company they work for by sabotaging mining facilities in the hope of improving their working conditions and the lives of their families."
10237,The Honeymoon Killers,1970-02-04,6.5,125,0.6962,"Martha Beck, an obese nurse who is desperately lonely, joins a ""correspondence club"" and finds a romantic pen pal in Ray Fernandez. Martha falls hard for Ray, and is intent on sticking with him even when she discovers he's a con man who seduces lonely single women, kills them and then takes their money. She poses as Ray's sister and joins Ray on a wild killing spree, fueled by her lingering concern that Ray will leave her for one of his marks."
19753,Start the Revolution Without Me,1970-02-04,5.9,44,0.8392,"Two sets of identical twins are accidentally switched at birth. One pair, Phillipe and Pierre DeSisi, are aristocratic and haughty, while the other, Charles and Claude Coupé, are poor and dim-witted. On the eve of the French Revolution, both sets find themselves entangled in palace intrigue."
11202,Patton,1970-01-25,7.5,1201,2.7523,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with Patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination."
2998,Zabriskie Point,1970-03-26,7.0,433,1.6663,"Anthropology student Daria, who's helping a property developer build a village in the Los Angeles desert, and dropout Mark, who's wanted by the authorities for allegedly killing a policeman during a student riot, accidentally encounter each other in Death Valley and soon begin an unrestrained romance."
773975,End of the Road,2022-09-09,6.0,339,1.4089,Recently widowed mom Brenda fights to protect her family during a harrowing road trip when a murder and a missing bag of cash plunge them into danger.
98348,King of the Grizzlies,1970-02-11,5.8,6,0.5144,"Moki, a Cree Indian, is made foreman of a sprawling cattle ranch owned by his former army commander. But he carries with him through life the lore of his own people. When he rescues a bear cub, Wahb, he feels a mystical connection between himself and the magnificent creature. Later, Wahb, now a 1,300-pound bear, returns from the wild to wreak havoc on the cattle ranch, and Moki must face this fearsome grizzly. This spectacular film depicts a territorial battle over a country of breathtaking beauty."
20345,The Bird with the Crystal Plumage,1970-02-27,7.142,826,1.3763,"An American writer living in Rome witnesses an attempted murder that is connected to an ongoing killing spree in the city and conducts his own investigation, despite he and his girlfriend being targeted by the killer."
5227,Hercules in New York,1970-02-23,4.115,339,1.4075,"Hercules is sent from Mount Olympus to modern-day Manhattan, where he takes up professional wrestling before getting mixed up with a gang of mobsters."
19988,The Butcher,2009-07-10,4.9,19,1.2933,"A mob enforcer is set up to take the fall for a multi-million dollar heist involving a rival gang boss. Merle (Eric Roberts) is a gambler stuck on a twenty-year losing streak, but his luck is about to change. Surviving a trap that was intended to kill him, Merle makes away with a beautiful woman and a piece of the take. Most men in that position would have been content to simply walk away with their lives, but Merle has been loyal for twenty years. Realizing he's been betrayed, something inside snaps. They used to call him ""The Butcher"" as a joke, but the laughter turns to screams when Merle returns to deliver the ultimate punchline."
339419,Loving,2016-11-04,6.694,964,1.9696,"In 1958, in the state of Virginia, the idea of interracial marriage was not only considered to be immoral to many, it was also illegal. When Richard and Mildred fall in love, they are aware of the eyes staring at them and the words said behind their backs. It's when they get married, however, that words and looks become actions, and the two are arrested. The couple decide to take their case all of the way to the Supreme Court in order to fight for their love. Based on a true story."
10671,Airport,1970-03-25,6.5,438,2.4726,"An airport manager tries to keep his terminals open during a snowstorm, while a suicide bomber plots to blow up a Boeing 707 airliner in flight."
84987,Skullduggery,1983-01-01,2.5,8,0.4936,"Adam is cursed: one of his ancestors played a game and fell victim to a sorcerer or possibly Satan. The curse manifests through Adam and the game, making him attend strange amateur theatre where immensely talentless people try to do farce and a janitor wanders around with a game of Tic-Tac-Toe on his back."
597156,The Boys in the Band,2020-09-30,6.781,450,1.5076,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths."
597156,The Boys in the Band,2020-09-30,6.781,450,1.5076,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths."
23330,The Ballad of Cable Hogue,1970-03-18,7.0,220,3.7929,"Double-crossed and left without water in the desert, Cable Hogue is saved when he finds a spring. It is in just the right spot for a much needed rest stop on the local stagecoach line, and Hogue uses this to his advantage. He builds a house and makes money off the stagecoach passengers. Hildy, a prostitute from the nearest town, moves in with him. Hogue has everything going his way until the advent of the automobile ends the era of the stagecoach."
95556,The Liberation of L.B. Jones,1970-03-18,5.9,26,0.8316,"A successful African American businessman has a quarrel with a white policeman, suspecting that he is having an affair with his wife. The policeman's colleagues are seeking to avoid publicity."
95556,The Liberation of L.B. Jones,1970-03-18,5.9,26,0.8316,"A successful African American businessman has a quarrel with a white policeman, suspecting that he is having an affair with his wife. The policeman's colleagues are seeking to avoid publicity."
17276,Carry On Up the Jungle,1970-03-20,5.8,63,0.6304,"The Carry On team send up the Tarzan tradition in great style. Lady Evelyn Bagley mounts an expedition to find her long-lost baby. Bill Boosey is the fearless hunter and guide. Prof. Tinkle is searching for the rare Oozalum bird. Everything is going swimmingly until a gorilla enters the camp, and then the party is captured by an all female tribe from Aphrodisia..."
31581,Bloody Mama,1970-03-24,5.5,102,1.1964,"Sexually abused as a young girl, Kate ""Ma"" Barker grows into a violent and powerful woman by the 1930s. She lovingly dominates her grown sons and grooms them into a pack of tough crooks. The boys include the cruel Herman, who still shares a bed with Ma; Fred, an ex-con who fell in love with a fellow prisoner; and Lloyd, who gets high on whatever's handy. Together they form a deadly, bizarre family of Depression-era bandits."
452551,The Adventurers,2017-08-11,6.0,187,1.7376,"The world's top thieves join forces to pull off the heist of a lifetime. But when they find themselves pursued across Europe by a legendary French detective, they'll have to take their game to the next level."
452551,The Adventurers,2017-08-11,6.0,187,1.3863,"The world's top thieves join forces to pull off the heist of a lifetime. But when they find themselves pursued across Europe by a legendary French detective, they'll have to take their game to the next level."
588226,Woodstock: Three Days That Defined a Generation,2019-05-24,7.3,50,0.851,"50 years after the legendary fest, Barak Goodman’s electric retelling of Woodstock, from the point of view of those who were on the ground, evokes the freedom, passion, community, and joy the three-day music festival created."
33157,Waterloo,1970-10-26,7.1,221,1.9194,"After defeating France and imprisoning Napoleon on Elba, ending two decades of war, Europe is shocked to find Napoleon has escaped and has caused the French Army to defect from the King back to him. The best of the British generals, the Duke of Wellington, beat Napolean's best generals in Spain and Portugal, but now must beat Napoleon himself with an Anglo Allied army."
50448,Count Dracula,1977-12-22,7.0,33,0.8422,"Jonathan Harker visits the Count in Transylvania to help him with preparations to move to England. Harker becomes Dracula's prisoner and discovers Dracula's true nature. After Dracula makes his way to England, Harker becomes involved in an effort to track down and destroy the Count, eventually chasing the vampire back to his castle."
10244,Gods of the Plague,1970-07-24,5.6,29,0.511,"After his release from prison, ex-convict Franz Walsch finds his way back into the Munich criminal underworld. His attentions focus upon two women, Joanna and Margarethe, as well as upon Günther, his friend who earlier shot his brother."
14801,Colossus: The Forbin Project,1970-04-08,6.944,251,3.2883,"The U.S. has handed over control of its nuclear defense system to the Colossus supercomputer designed by scientist Dr. Charles Forbin. It soon becomes clear, that the now-sentient Colossus is far more intelligent than its creator realized—with the fate of the world hanging in the balance."
115309,The Cockeyed Cowboys of Calico County,1970-04-01,6.2,4,0.7141,"A simple-minded blacksmith named Charley, well loved by the townsfolk, saves for a year to send off for a mail-order bride."
90722,Halls of Anger,1970-04-29,5.0,6,0.5764,"An all-black inner city school has to become an integrated school. Few dozen white kids are transfered there, but the black students are aggressively opposed to this. The school then approaches a tough black teacher for help."
42587,Chariots of the Gods,1970-04-26,6.4,37,0.7842,"Documentary based on the book by Erich von Däniken concerning the ancient mysteries of the world, such as the pyramids of Egypt and Mexico, ancient cave drawings, the monuments of Easter Island, etc., and the fact that these things and modern civilisation could have been influenced by extraterrestrial visitations hundreds (or perhaps thousands) of years ago."
31304,A Swedish Love Story,1970-04-24,7.0,165,0.8722,"The puppy love of two teenagers is set against a backdrop of adults struggling with their own lives. As a couple in love, they don't care about anything but themselves and seem totally unaware about everything that surrounds them."
758891,"Hi, Mom",2021-02-12,7.033,168,2.0994,"Devastated after her mom's serious accident and grief-stricken because she hasn't become the daughter she wanted to be for her mother, Jia Xiaoling finds herself transported back in time to the year 1981, where she meets her young mother before she was her mom."
277714,7 Year Zig Zag,2003-09-24,0.0,0,0.1251,"A love story about dreams gone wrong. Told in rhythm, rhyme and song."
1454741,The Confession,2026-01-08,5.923,26,6.1915,"A woman finds her late father’s tape confessing to murder tied to an evil force—now her son shows the same darkness, and she must fight to stop it."
47646,The Grasshopper,1970-05-27,4.8,13,0.6789,A British Columbia teenager dreams of show business but winds up as a call girl in Las Vegas.
47646,The Grasshopper,1970-05-27,4.8,13,0.6789,A British Columbia teenager dreams of show business but winds up as a call girl in Las Vegas.
28681,Equinox,1970-10-01,5.1,72,0.7462,"Due to their possession of an ancient mystic book, four friends are attacked by a demon while on a picnic and find themselves pitched into a world of evil that overlaps their own.  The film was originally made in 1967 by Dennis Muren as The Equinox: Journey into the Supernatural. Jack Woods was hired to shoot additional footage and expand on Muren's work."
29748,Taste the Blood of Dracula,1970-05-07,6.04,186,1.3672,"Three elderly distinguished gentlemen are searching for some excitement in their boring borgoueis lives and gets in contact with one of count Dracula's servants. In a nightly ceremony they restore the count back to life. The three men killed Dracula's servant and as a revenge, the count makes sure that the gentlemen are killed one by one by their own sons."
77333,Leo the Last,1970-09-04,5.2,19,0.474,"Prince Leo, last in the line of rulers of a long-deposed monarchy on continental Europe and jaded with the frenetic search for kicks with the European jet-set, returns to his father's London town house for rest."
78355,"Tell Me That You Love Me, Junie Moon",1970-05-11,5.2,13,0.5829,"The story of three wildly neurotic characters: a facially disfigured girl, a homosexual paraplegic, and an introvert epileptic who, after leaving the hospital, set up housekeeping together in a cottage where they support each other."
223568,Connecting Rooms,1970-05-01,5.5,10,0.7087,"Explores the relationships shared by the residents of a seedy boarding house in London. Based on the play The Cellist, by Marion Hart."
42588,Getting Straight,1970-05-13,6.2,36,0.7707,"Graduate student Harry Bailey was once one of the most visible undergraduate activists on campus, but now that he's back studying for his master's, he's trying to fly right. Trouble is, the campus is exploding with various student movements, and Harry's girlfriend, Jan, is caught up in most of them. As Harry gets closer to finishing his degree, he finds his iconoclastic attitude increasingly aligned with the students rather than the faculty."
1551289,Let it be,2025-06-25,0.0,0,0.0629,"After a mutual friend is distant, two friends meet up and reminisce about their friendship."
4373,"My Lover, My Son",1970-05-13,3.9,12,1.0831,"A woman deals with an unhappy marriage, the death of her lover, and her son's involvement in a crime."
55514,The Delta Factor,1970-05-15,4.0,6,0.5028,"Action-packed espionage thriller based on a book by Mickey Spillane. A man who has been framed for a large-scale robbery escapes from prison, but is caught and given a choice between returning behind bars and working for the CIA. He is enlisted to rescue a scientist from a dictator-run island, disguised as a drug dealer with another agent posing as his wife, while simultaneously plotting to prove his innocence."
25251,Borsalino,1970-05-19,6.88,241,1.2725,"In 1930s Marseilles two small-time crooks decide to join forces when they meet while brawling over a woman. Starting with fixed horse races and boxing matches, they soon find themselves doing jobs for the local gangster bosses. When they decide to go into the business for themselves, their easy-going approach to crime starts to change."
64828,The Landlord,1970-05-20,5.8,49,0.9964,"At the age of twenty-nine, Elgar Enders ""runs away"" from home. This running away consists of buying a building in a black ghetto in the Park Slope section of Brooklyn. Initially, his intention is to evict the black tenants and convert the building into a posh flat. But Elgar is not one to be bound by yesterday's urges, and soon he has other thoughts on his mind."
64828,The Landlord,1970-05-20,5.8,49,0.9964,"At the age of twenty-nine, Elgar Enders ""runs away"" from home. This running away consists of buying a building in a black ghetto in the Park Slope section of Brooklyn. Initially, his intention is to evict the black tenants and convert the building into a posh flat. But Elgar is not one to be bound by yesterday's urges, and soon he has other thoughts on his mind."
33733,One More Time,1970-05-27,4.8,13,0.5702,London nightclub buddies Salt and Pepper link Pepper's dead twin to diamond smugglers.
144910,Suppose They Gave a War and Nobody Came?,1970-09-11,5.0,5,0.7879,"War is brewing between the soldiers at an otherwise quiet army base and the civilians of a nearby Southern town. Brian Keith is an officer who tries to keep the peace. However, peace is hard to come by with Ernest Borgnine as a stereotypical dumb hick sheriff who's quick to call in the local militia. Tony Curtis plays a skirt-chasing sergeant who can't stay out of trouble and soon lands in jail. Brian Keith borrows a tank to release his friend from jail. Things get more chaotic after that."
31935,Too Late the Hero,1970-05-20,6.4,72,1.2032,"A WWII film set on a Pacific island. Japanese and allied forces occupy different parts of the island. When a group of British soldiers are sent on a mission behind enemy lines, things don't go exactly to plan. This film differs in that some of the 'heroes' are very reluctant, but they come good when they are pursued by the Japanese who are determined to prevent them returning to base."
86373,Norwood,1970-11-24,5.6,4,0.8504,A Vietnam veteran returns to his Texas home but feels restless and decides to become a radio singer.
1685,Beneath the Planet of the Apes,1970-04-23,6.145,1451,3.9076,"The sole survivor of an interplanetary rescue mission lands on the planet of the apes, and uncovers a horrible secret beneath the surface."
59917,Cotton Comes to Harlem,1970-05-27,6.2,62,1.088,"Harlem's African-American population is being ripped off by the Rev. Deke O'Malley, who dishonestly claims that small donations will secure parcels of land in Africa. When New York City police officers Gravedigger Jones and Coffin Ed Johnson look into O'Malley's scam, they learn that the cash is being smuggled inside a bale of cotton. However, the police, O'Malley, and lots of others find themselves scrambling when the money goes missing."
290052,The Magic Garden of Stanley Sweetheart,1970-05-26,4.8,4,0.3411,A 23-year-old Columbia University dropout seeks his identity during the sexual revolution.
42600,Watermelon Man,1970-05-27,6.263,57,1.0024,"A racist insurance agent lives in a typical suburban neighborhood, but his bigoted world of taunting and harassing black people on and off the job is turned upside down when his skin inexplicably turns dark overnight."
11916,Two Mules for Sister Sara,1970-03-02,7.0,658,2.7372,"When a wandering mercenary named Hogan rescues a nun called Sister Sara from the unwanted attentions of a band of rogues on the Mexican plains, he has no idea what he has let himself in for. Their chance encounter results in the blowing up of a train and a French garrison, as well as igniting a spark between them that survives a shocking discovery."
224600,The Executioner,1970-09-06,5.7,12,0.4764,A British intelligence agent must track down a fellow spy suspected of being a double agent.
224600,The Executioner,1970-09-06,5.7,12,0.4764,A British intelligence agent must track down a fellow spy suspected of being a double agent.
18019,Julius Caesar,1953-06-04,7.09,233,1.3352,The growing ambition of Julius Caesar is a source of major concern to his close friend Brutus. Cassius persuades him to participate in his plot to assassinate Caesar but both have sorely underestimated Mark Antony.
115018,The Vampire Doll,1970-07-04,6.8,60,1.1379,"A young man goes missing after visiting his girlfriend's isolated country home. His sister and her boyfriend trace him to the creepy mansion, but their search becomes perilous when they uncover a gruesome family history."
819876,Crimes of the Future,2022-05-25,6.0,1257,2.155,"With his partner, a celebrity performance artist publicly showcases the metamorphosis of his organs in avant-garde performances. An investigator from the National Organ Registry obsessively tracks their movements, which is when a mysterious group is revealed... Their mission — to use the artist's notoriety to shed light on the next phase of human evolution."
248554,The Invincible Six,1970-06-10,2.2,4,0.433,"Based on the story ""The Heroes of Yucca,"" The Invincible Six features a ragtag group of jewel thieves who become the unofficial guardians of a small Iranian village. When bandits attack the village, looking for the body of their former leader and his treasure map, the Invincible Six are there to save the day, wooing the local females and frustrating the new leader of the bandits."
248554,The Invincible Six,1970-06-10,2.2,4,0.433,"Based on the story ""The Heroes of Yucca,"" The Invincible Six features a ragtag group of jewel thieves who become the unofficial guardians of a small Iranian village. When bandits attack the village, looking for the body of their former leader and his treasure map, the Invincible Six are there to save the day, wooing the local females and frustrating the new leader of the bandits."
10882,Sleeping Beauty,1959-02-17,6.94,5446,6.7162,"Cursed to die by the evil fairy Maleficent when she was a baby, Princess Aurora is sent into hiding under protection from three good fairies. As she grows up far away, Maleficent becomes increasingly determined to seal the princess's fate."
28303,The Cheyenne Social Club,1970-06-12,6.3,71,0.5898,"Two cowboys inherit a ""social club"" specializing in satisfying men."
51956,The Strawberry Statement,1970-08-28,6.0,40,0.505,A college student joins a group of revolutionaries to meet girls but ends up committed to their goals.
51956,The Strawberry Statement,1970-08-28,6.0,40,0.505,A college student joins a group of revolutionaries to meet girls but ends up committed to their goals.
5722,Beyond the Valley of the Dolls,1970-06-17,6.1,210,1.2779,"An all-girl rock band moves to Hollywood in the hope of achieving success, only to fall into a whirlpool of wickedness and decadence."
85290,The Hawaiians,1970-06-17,5.4,19,0.7245,"A wanderer returns home only to find political turmoil, disease and romantic difficulties."
38222,On a Clear Day You Can See Forever,1970-06-17,6.69,63,1.2816,"Daisy Gamble, an unusual woman who hears phones before they ring, and does wonders with her flowers, wants to quit smoking to please her fiancé, Warren. She goes to a doctor of hypnosis to do it. But once she's under, her doctor finds out that she can regress into past lives and different personalities, and he finds himself falling in love with one of them."
151540,A Walk in the Spring Rain,1970-06-17,5.5,14,0.4924,"A sophisticated, middle-aged grandmother, wed to a New York law professor, falls in love with a down-to-earth Tennessee farmer."
4882,A Bullet for Pretty Boy,1970-07-15,3.7,6,0.6029,"A biography of Charles ""Pretty Boy"" Floyd, a gangster who started his career at a young age after seeking revenge for his father's murder."
10364,Catch-22,1970-06-24,6.7,350,1.9691,A WWII military pilot makes a valiant effort to be certified insane in order to be excused from flying missions. But there's a catch.
11589,Kelly's Heroes,1970-06-22,7.354,804,2.5659,A misfit group of World War II American soldiers goes AWOL to rob a bank behind German lines.
40973,Myra Breckinridge,1970-06-24,4.5,48,1.4901,"Myron Breckinridge flies to Europe to get a sex-change operation and is transformed into the beautiful Myra. She travels to Hollywood, meets up with her rich Uncle Buck and, claiming to be Myron's widow, demands money. Instead, Buck gives Myra a job in his acting school. There, Myra meets aspiring actor Rusty and his girlfriend, Mary Ann. With Myra as catalyst, the trio begin to outrageously expand their sexual horizons."
42586,Darling Lili,1970-06-18,5.5,36,0.8917,"World War I. Lili Smith is a beloved British music hall singer, often providing inspiration for the British and French troops and general populace singing rallying patriotic songs. She is also half German and is an undercover German spy, using her feminine wiles to gather information from the high ranking and generally older military officers and diplomats she seduces."
42596,The Boatniks,1970-07-01,5.2,28,0.9822,"Young and awkward, The Coast-Guard's ensign Thomas Garland suffers from the comparison with his late father, a war hero. Which does not prevent him from falling for pretty Kate Fairchild, a young woman who runs a sailing school. Of course the way he expresses his deep sympathy for the lady leaves to be desired. And the situation does not improve when a trio of bumbling jewel thieves interferes."
248738,Lost Flight,1970-08-13,3.7,5,0.8371,"The captain of a downed airliner must help his crew and passengers survive on a deserted jungle island in the midst of a power struggle - an adult version of ""Lord of the Flies."""
44606,Goin' Down the Road,1970-07-02,5.8,18,0.4459,Two friends travel from Nova Scotia to Toronto in hope of finding a better life.
123434,The Moonshine War,1970-06-30,5.5,13,0.6829,A federal agent attempts to make some real money before the alcohol ban is lifted so he sets his sights on the whiskey cache of an old army buddy.
33107,And Soon the Darkness,2010-02-25,5.2,400,1.1762,"When two American girls on a bike trip in a remote part of Argentina split up and one of them goes missing, the other must find her before her worst fears are realized."
92296,The Games,1970-08-07,7.2,8,0.6343,"From Great Britain, the United States, France, Italy, Australia and behind the Iron Curtain. They are the most superbly conditioned animals in the world. They are also the pawns of powerful nations, the victims of dangerous drugs and the object of many men's ambitions. Once every four years they come together... for the Olympic Games."
76875,Games,1967-09-17,6.1,37,1.1088,A mysterious woman in black moves in with married Manhattan thrill-seekers and helps one trick the other.
123961,Which Way to the Front?,1970-09-03,4.8,31,0.5627,"Brendan Byers III, one of the richest men in America, has been pronounced 4-F and can't serve his country in its war against Hitler. Byers does not take ""No"" for an answer and recruits other 4-F's to fight against Hitler."
1076521,Hello-Goodbye,1977-01-01,0.0,0,0.0071,Illustrated music.
59005,Quackser Fortune Has a Cousin in the Bronx,1970-06-13,4.2,9,0.7442,"In Dublin, a working class family has been unsuccessful in convincing their son to get a real job: the son prefers his job of scooping up horse's dung and selling it for flower gardens. An American exchange student almost runs him over and gets to know him. The dung man has ignored warnings from his family and suddenly the horses have been banned from Dublin. His new love is leaving for America and he must find a way to cope with the new reality."
157847,Joe,2014-04-11,6.528,1024,2.0179,The rough-hewn boss of a lumber crew courts trouble when he steps in to protect the youngest member of his team from an abusive father.
327328,The Revolutionary,1970-07-15,5.0,8,0.9816,"""A"", a member of a student protest organization, becomes disenchanted by his group's inability to effect real change. Emboldened to pursue more radical methods by the older, experienced leftist organizer Despard, ""A"" unwittingly becomes party to a labor strike that turns violent. Ultimately held responsible by the authorities for the fracas, ""A"" allies himself with terrorist Leonard, who intends to avenge those jailed in the protest."
327328,The Revolutionary,1970-07-15,5.0,8,0.9816,"""A"", a member of a student protest organization, becomes disenchanted by his group's inability to effect real change. Emboldened to pursue more radical methods by the older, experienced leftist organizer Despard, ""A"" unwittingly becomes party to a labor strike that turns violent. Ultimately held responsible by the authorities for the fracas, ""A"" allies himself with terrorist Leonard, who intends to avenge those jailed in the protest."
31675,Cromwell,1970-07-16,6.557,97,1.7108,"Disgusted with the policies of King Charles I, Oliver Cromwell plans to take his family to the New World. But on the eve of their departure, Cromwell is drawn into the tangled web of religion and politics that will result in the English Civil War."
4910,The Man Who Haunted Himself,1970-09-17,6.103,73,0.748,"Executive Harold Pelham suffers a serious accident after which he faces the shadow of death. When, against all odds, he miraculously recovers, he discovers that his life does not belong to him anymore."
150043,Something for Everyone,1970-07-22,6.4,18,0.6534,"In post-war Austria, an opportunistic young man begins working as a footman to a widowed countess and uses his sexual talents to better his station in life."
38765,Chisum,1970-07-23,6.7,200,2.3187,Cattle baron John Chisum joins forces with Billy the Kid and Pat Garrett to fight the Lincoln County Land War in the New Mexico Territory of 1878.
183053,Move,1970-07-31,4.6,5,0.7712,"A young playwright who writes porno novels to overcome a writer's block, lives the fantasies of one of his books, while trying to move with his wife from one apartment into a larger one."
42598,Rebel Rousers,1970-04-01,3.8,10,0.7587,"In a small, US costal town with many Spanish speakers, a motorcycle gang arrives on holiday. Also in town to try to reconnect with his pregnant girlfriend, Karen, is businessman Paul Collier. Paul and a leader of the cyclists, J.J., knew each other years before, so when the gang comes upon the couple and, led by the menacing Bunny, beats up Paul and begins a sexual assault of Karen, J.J. tries to intervene: he suggests they hold cycle-riding contests, with the winner claiming Karen (he promises, sotto voce, to set her free if he wins). After the contests commence, Paul crawls away to look for help. He meets with a shrug from a cowardly sheriff's deputy; where can he turn?"
